# Name; SpTy; SpTyNum; Teff; Mstar_b15+mesa; Mstar_ll; Mstar_ul; Mstar_b98+mesa; Mstar_b98_ll; Mstar_b98_ul; LogLstar_b15+mesa; LogLstar_ll; LogLstar_ul; LogLstar_b98+mesa; LogLstar_b98_ll; LogLstar_b98_ul
J04334465+2615005;M4.75;54.75;3027.0776811204896;0.125211961437132;0.0893405954374648;0.170836351062716;0.11820020228097411;0.07731939957733325;0.17955084477943314;-1.147079443105229;-1.3158979703011662;-1.0021499878485252;-1.2366482075260692;-1.4263412006887204;-1.0441378939471389
CIDA 7;M4.75;54.75;3027.0776811204896;0.125211961437132;0.0893405954374648;0.170836351062716;0.11820020228097411;0.07731939957733325;0.17955084477943314;-1.147079443105229;-1.3158979703011662;-1.0021499878485252;-1.2366482075260692;-1.4263412006887204;-1.0441378939471389
FN Tau;M5;55.0;2981.68860954336;0.10581129101669798;0.07399414497190376;0.14709302961025053;0.09410188013974671;0.06672694514000131;0.14712715803662454;-1.2306725268324465;-1.4045351034787337;-1.069990994015823;-1.3294730072972656;-1.5210132018216251;-1.1431051173232836
KPNO 10;M5;55.0;2981.68860954336;0.10581129101669798;0.07399414497190376;0.14709302961025053;0.09410188013974671;0.06672694514000131;0.14712715803662454;-1.2306725268324465;-1.4045351034787337;-1.069990994015823;-1.3294730072972656;-1.5210132018216251;-1.1431051173232836
ZZ Tau IRS;M5;55.0;2981.68860954336;0.10581129101669798;0.07399414497190376;0.14709302961025053;0.09410188013974671;0.06672694514000131;0.14712715803662454;-1.2306725268324465;-1.4045351034787337;-1.069990994015823;-1.3294730072972656;-1.5210132018216251;-1.1431051173232836
J04202555+2700355;M5.25;55.25;2943.232387359408;0.0893405954374648;0.06537434795692154;0.125211961437132;0.07731939957733325;0.058971194723707564;0.11820020228097411;-1.3158979703011662;-1.4965162598050545;-1.147079443105229;-1.4263412006887204;-1.6094372268672459;-1.2366482075260692
CIDA 1;M5.5;55.5;2910.8205345344845;0.07399414497190376;0.05719840418811437;0.10581129101669798;0.06672694514000131;0.05296150141577165;0.09410188013974671;-1.4045351034787337;-1.5876634074190077;-1.2306725268324465;-1.5210132018216251;-1.6917557307834832;-1.3294730072972656
J04155799+2746175;M5.5;55.5;2910.8205345344845;0.07399414497190376;0.05719840418811437;0.10581129101669798;0.06672694514000131;0.05296150141577165;0.09410188013974671;-1.4045351034787337;-1.5876634074190077;-1.2306725268324465;-1.5210132018216251;-1.6917557307834832;-1.3294730072972656
J04230607+2801194;M6;56.0;2858.473259423381;0.05719840418811437;0.046937741436402516;0.07399414497190376;0.05296150141577165;0.043932352347228434;0.06672694514000131;-1.5876634074190077;-1.7654901499817321;-1.4045351034787337;-1.6917557307834832;-1.8462909363037847;-1.5210132018216251
KPNO 3;M6;56.0;2858.473259423381;0.05719840418811437;0.046937741436402516;0.07399414497190376;0.05296150141577165;0.043932352347228434;0.06672694514000131;-1.5876634074190077;-1.7654901499817321;-1.4045351034787337;-1.6917557307834832;-1.8462909363037847;-1.5210132018216251
CFHT 4;M7;57.0;2770.236931614866;0.03867945234320011;0.03148864543620686;0.046937741436402516;0.03703315026705396;0.031360135953365495;0.043932352347228434;-1.9430054434112907;-2.120031418720287;-1.7654901499817321;-2.000597112516619;-2.1645346193813;-1.8462909363037847
