Simbad-Resolvable Name,Source,Alternative Names,Star Forming Region,COORDS,Disk Type,Reference,Epoch,Effective Temperature K,Temp err,Sp Type,Sp Type Err,Method,Wavelength Range,Instrument,Tracer,Accretion Diagnostic,Line Flux erg/s/cm^2,Object Luminosity L_solar,Object Luminosity Error,Object Radius from L and T,R_err from L and T,Object Radius R_solar,R_err,Accretion Rate M_solar yr-1,Log Accretion Rate,Object Mass Range M_solar,Object Mass M_Solar,Object Mass Err,log object mass,Accretion Luminosity (CGS),Log Accretion Luminosity (solar),Age range Myr,System Age Myr,Companion?,A_V,A_V err,A_V source,Notes/Questions,Notes/Questions2,Notes/Questions3,
ISO-Oph 056,ISO-Oph 056,,p Oph,246.67198282 -24.67162593,II,Natta 2006,2004 Spring,3235.93657,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,4.02E+28,0.398,,2.01,,,,,-9.39,,0.23,,-0.63,,-2.77,,1,,,,,upper limit,,,
ISO-Oph 059,ISO-Oph 059,,p Oph,246.675597 -24.517485,II,Natta 2006,2004 Spring,3162.27766,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,3.34E+29,,,0.00,,,,,-8.13,,0.21,,-0.68,,-1.54,,1,,,,,upper limit,,,
ISO-Oph 062,ISO-Oph 062,,p Oph,246.678559 -24.341628,II,Natta 2006,2004 Spring,4265.79519,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,8.02E+29,3.388,,3.38,,,,,-7.98,,0.85,,-0.07,,-1.01,,1,,,,,,,,
ISO-Oph 063,ISO-Oph 063,,p Oph,246.67872 -24.383078,II,Natta 2006,2004 Spring,2884.0315,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,1.21E+28,0.158,,1.60,,,,,-9.96,,0.13,,-0.87,,-3.47,,1,,,,,upper limit,,,
ISO-Oph 064,ISO-Oph 064,,p Oph,246.68235578 -24.27591307,III,Natta 2006,2004 Spring,3630.78055,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,1.33E+29,,,0.00,,,,,-8.84,,0.42,,-0.38,,-2.07,,1,,,,,upper limit,,,
ISO-Oph 066,ISO-Oph 066,,p Oph,246.68458901 -24.7205731,III,Natta 2006,2004 Spring,3090.29543,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,5.18E+28,,,0.00,,,,,-9.2,,0.20,,-0.69,,-2.62,,1,,,,,upper limit,,,
ISO-Oph 067,ISO-Oph 067,,p Oph,246.68763398 -24.38550244,II,Natta 2006,2004 Spring,3715.35229,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,2.26E+30,1.230,,2.68,,,,,-7.2,,0.47,,-0.33,,-0.4,,1,,,,,,,,
YLW 37,ISO-Oph 068+,,p Oph,246.6917 -24.2,II,Natta 2006,2004 Spring,4073.80278,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,2.48E+29,2.344,,3.08,,,,,-8.61,,0.68,,-0.17,,-1.7,,1,,,,,,,,
ISO-Oph 069,ISO-Oph 069,,p Oph,246.69606222 -24.74160661,III,Natta 2006,2004 Spring,2884.0315,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,1.30E+28,,,0.00,,,,,-9.92,,0.13,,-0.89,,-3.44,,1,,,,,upper limit,,,
ISO-Oph 072,ISO-Oph 072,,p Oph,246.70408391 -24.64031962,II,Manara 2015,2010,3340,50,M3.5,,R 4350-6450 spectroscopy,305 - 2500 nm,X-Shooter,Line Strength,Various Line Intensity,,0.106,,0.98,,0.97,0.04,4.37E-09,-8.36,,0.30,0.1,-0.5228787453,,-1.47,,1,,,,,,,,
WL 18,WL 18,ISO-Oph 072+,p Oph,246.7042 -24.6403,II,Natta 2006,2004 Spring,2884.0315,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,1.24E+30,0.155,,1.58,,,,,-7.23,,0.13,,-0.87,,-0.74,,1,,,,,,,,
ISO-Oph 073,ISO-Oph 073,,p Oph,246.70513924 -24.33428029,III,Natta 2006,2004 Spring,4265.79519,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,2.26E+29,,,0.00,,,,,-8.72,,0.85,,-0.07,,-1.75,,1,,,,,upper limit,,,
ISO-Oph 074,ISO-Oph 074,,p Oph,246.71296227 -24.34743136,III,Natta 2006,2004 Spring,,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,,,,#DIV/0!,,,,,,,,,,,,,1,,,,,,,,
ISO-Oph 075,ISO-Oph 075,,p Oph,246.716546 -24.510971,II,Natta 2006,2004 Spring,2951.20923,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,3.34E+29,,,0.00,,,,,-6.92,,0.16,,-0.8,,-0.4,,1,,,,,upper limit,,,
ISO-Oph 076,ISO-Oph 076,,p Oph,246.722789 -24.543402,II,Natta 2006,2004 Spring,3162.27766,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,3.34E+29,,,0.00,,,,,-6.92,,0.21,,-0.67,,-0.32,,1,,,,,upper limit,,,
ISO-Oph 078,ISO-Oph 078,,p Oph,246.726849 -24.439089,II,Natta 2006,2004 Spring,3715.35229,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,7.84E+28,1.047,,2.48,,,,,-9.16,,0.43,,-0.37,,-2.37,,1,,,,,upper limit,,,
ISO-Oph 083,ISO-Oph 083,,p Oph,246.73660035 -24.23098416,II,Gatti 2006,May 19 20 2005,3900,,K9,0.50,".06"" spectra 750 - 860 R spectra",3 - 2.4 um,ISAAC/ESO-VLT UT1 telescope,Line Width,EW PaB  & BrG,,,,0.00,,,,4.57E-09,-8.34,,0.40,,-0.3979400087,,,.1-1,3,,,,,,,,
ISO-Oph 083,ISO-Oph 083,,p Oph,246.73660035 -24.23098416,II,Natta 2006,2004 Spring,3630.78055,,K7,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,7.49E+29,0.871,,2.37,,,,,-7.79,,0.38,,-0.42,,-1.04,,1,,,,,,Added spectral type (Wilking 2005),,
ISO-Oph 084,ISO-Oph 084,,p Oph,246.738875 -24.594112,II,Natta 2006,2004 Spring,2818.38293,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,,,,0.00,,,,,,,0.10,,-0.98,,,,1,,,,,,,,
ISO-Oph 085,ISO-Oph 085,,p Oph,246.742828 -24.628044,II,Natta 2006,2004 Spring,3162.27766,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,,,,0.00,,,,,,,,,,,,,1,,,,,,,,
ISO-Oph 086,ISO-Oph 086,,p Oph,246.743317 -24.358328,II,Natta 2006,2004 Spring,2951.20923,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,3.34E+28,0.191,,1.67,,,,,-9.39,,0.15,,-0.82,,-2.88,,1,,,,,upper limit,,,
ISO-Oph 087,ISO-Oph 087,,p Oph,246.744329 -24.309629,II,Manara 2015,2010,3200,50,M4.5,,R 4350-6450 spectroscopy,306 - 2500 nm,X-Shooter,Line Strength,Various Line Intensity,,0.109,,1.08,,1.08,0.05,1.20E-09,-8.92,,0.22,0.1,-0.6575773192,,-2.21,,1,,,,,upper limit,,,
ISO-Oph 087,ISO-Oph 087,,p Oph,246.744329 -24.309629,II,Natta 2006,2004 Spring,2818.38293,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,4.62E+28,0.081,,1.20,,,,,-9.13,,0.09,,-1.04,,-2.69,,1,,,,,,,,
EM* SR 24A,ISO-Oph 088a,,p Oph,246.7458 -24.7603,II,Natta 2006,2004 Spring,4168.69383,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,4.62E+30,2.512,,3.05,,,,,-6.9,,0.72,,-0.14,,0.03,,1,companion,,,,,K2:e+M0.5e spectral types according to simbad (cohen 1979),,
EM* SR 24B,ISO-Oph 088b,,p Oph,246.7417 -24.7589,II,Natta 2006,2004 Spring,4168.69383,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,2.98E+30,2.455,,3.01,,,,,-7.15,,0.71,,-0.15,,-0.23,,1,companion,,,,,,,
ISO-Oph 089,ISO-Oph 089,,p Oph,246.746041 -24.599133,II,Natta 2006,2004 Spring,2884.0315,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,1.36E+28,0.117,,1.38,,,,,-9.88,,0.11,,-0.94,,-3.42,,1,,,,,upper limit,,,
ISO-Oph 091,ISO-Oph 091,,p Oph,246.756744 -24.360289,III,Natta 2006,2004 Spring,4265.79519,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,,,,0.00,,,,,,,0.81,,-0.09,,,,1,,,,,,,,
ISO-Oph 092,ISO-Oph 092,,p Oph,246.75973 -24.624231,II,Natta 2006,2004 Spring,4466.83592,,A0-F3,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,6.23E+30,4.571,,3.58,,,,,-6.8,,1.02,,0.01,,0.21,,1,,,,,,Added SIMBAD spectral type (Connelley 2010),,
ISO-Oph 093,ISO-Oph 093,,p Oph,246.76253 -24.437416,II,Natta 2006,2004 Spring,3388.44156,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,3.34E+29,0.575,,2.21,,,,,-7.41,,0.30,,-0.53,,-0.73,,1,,,,,upper limit,,,
ISO-Oph 094,ISO-Oph 094,2MASS J16270359-2420054,p Oph,246.764962 -24.334846,II,Manara 2015,2010,3600,235,M1.5,,R 4350-6450 spectroscopy,307 - 2500 nm,X-Shooter,Line Strength,Various Line Intensity,,0.009,,0.24,,0.25,0.06,4.79E-12,-11.32,,0.40,0.1,-0.3979400087,,-3.71,,1,,,,,,,,
ISO-Oph 095,ISO-Oph 095,,p Oph,246.767112 -24.474976,II,Natta 2006,2004 Spring,3467.3685,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,8.21E+28,0.708,,2.34,,,,,-9.06,,0.33,,-0.48,,-2.35,,1,,,,,upper limit,,,
ISO-Oph 098,ISO-Oph 098,,p Oph,246.769061 -24.454351,II,Natta 2006,2004 Spring,3467.3685,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,9.21E+28,0.676,,2.28,,,,,-9,,0.32,,-0.49,,-2.29,,1,,,,,upper limit,,,
ISO-Oph 102,ISO-Oph 102,2MASS J16270659-2441488,p Oph,246.77746863 -24.69691214,II,Manara 2015,2010,3125,50,M5,,R 4350-6450 spectroscopy,308 - 2500 nm,X-Shooter,Line Strength,Various Line Intensity,,0.046,,0.73,,0.74,0.02,1.05E-10,-9.98,,0.15,0.1,-0.8239087409,,-3.27,,1,,,,,,,,
ISO-Oph 102,ISO-Oph 102,2MASS J16270659-2441488,p Oph,246.77746863 -24.69691214,II,Natta 2006,2004 Spring,2754.2287,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,2.91E+28,0.060,,1.08,,,,,-9.37,,0.08,,-1.12,,-2.96,,1,,,,,,,,
ISO-Oph 103,ISO-Oph 103,,p Oph,246.778234 -24.637499,II,Natta 2006,2004 Spring,4570.8819,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,,5.129,,3.62,,,,,,,1.10,,0.04,,,,1,,,,,,,,
ISO-Oph 105,ISO-Oph 105,,p Oph,246.78795263 -24.56896969,II,Gatti 2006,May 19 20 2005,3900,,K9,1.00,".06"" spectra 750 - 860 R spectra",1 - 2.4 um,ISAAC/ESO-VLT UT1 telescope,Line Width,EW PaB  & BrG,,1.500,,2.69,,,,9.33E-09,-8.03,,0.35,,-0.4559319556,,,.1-1,3,,,,,,,,
ISO-Oph 105,ISO-Oph 105,,p Oph,246.78795263 -24.56896969,II,Natta 2006,2004 Spring,3981.07171,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,5.81E+29,1.950,,2.94,,,,,-8.07,,0.62,,-0.21,,-1.19,,1,,,,,,,,
ISO-Oph 106,ISO-Oph 106,,p Oph,246.78783062 -24.20022577,II,Natta 2006,2004 Spring,3162.27766,,M2.5,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,7.49E+28,0.363,,2.01,,,,,-9.01,,0.22,,-0.65,,-2.4,,1,,,,,upper limit,Added SIMBAD spectral type (Wilking 2005),,
ISO-Oph 107,ISO-Oph 107,,p Oph,246.788972 -24.672897,II,Natta 2006,2004 Spring,3311.31121,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,,0.501,,2.16,,,,,,,0.28,,-0.56,,,,1,,,,,,,,
ISO-Oph 108,ISO-Oph 108,,p Oph,246.789293 -24.621881,II,Natta 2006,2004 Spring,5754.39937,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,3.34E+29,,,0.00,,,,,-5.84,,3.02,,0.48,,1.46,,1,,,,,,,,
ISO-Oph 110,ISO-Oph 110,,p Oph,246.79282347 -24.32017238,II,Natta 2006,2004 Spring,4365.15832,,G1,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,1.92E+29,3.802,,3.42,,,,,-8.84,,0.91,,-0.04,,-1.85,,1,,,,,upper limit,Added SIMBAD spectral type (Suarez 2006),,
ISO-Oph 112,ISO-Oph 112,,p Oph,246.796583 -24.67963,II,Natta 2006,2004 Spring,4365.15832,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,,3.715,,3.38,,,,,,,0.91,,-0.04,,,,1,,,,,,,,
ISO-Oph 113,ISO-Oph 113,,p Oph,246.798676 -24.394993,III,Natta 2006,2004 Spring,,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,,,,#DIV/0!,,,,,,,,,,,,,1,,,,,,,,
ISO-Oph 114,ISO-Oph 114,,p Oph,246.798809 -24.642239,III,Natta 2006,2004 Spring,6165.95002,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,,,,0.00,,,,,,,4.37,,0.64,,,,1,,,,,,,,
ISO-Oph 115,ISO-Oph 115,2MASS J16271213-2434491,p Oph,246.800547 -24.580317,II,Gatti 2006,May 19 20 2005,3850,,M0,2.00,".06"" spectra 750 - 860 R spectra",4 - 2.4 um,ISAAC/ESO-VLT UT1 telescope,Line Width,EW PaB  & BrG,,0.070,,0.60,,,,1.55E-11,-10.81,,0.60,,-0.2218487496,,,.1-1,1,,,,,,,,
ISO-Oph 115,ISO-Oph 115,2MASS J16271213-2434491,p Oph,246.800547 -24.580317,II,Manara 2015,2010,3560,110,M2,,R 4350-6450 spectroscopy,309 - 2500 nm,X-Shooter,Line Strength,Various Line Intensity,,0.145,,1.00,,1,0.14,2.04E-10,-9.69,,0.51,0.1,-0.2924298239,,-2.58,,1,,,,,,,,
ISO-Oph 115,ISO-Oph 115,2MASS J16271213-2434491,p Oph,246.800547 -24.580317,II,Natta 2006,2004 Spring,2818.38293,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,4.41E+28,0.069,,1.11,,,,,-9.14,,0.08,,-1.08,,-2.71,,1,,,,,,,bad mass,
ISO-Oph 116,ISO-Oph 116,,p Oph,246.80722209 -24.30468365,II,Natta 2006,2004 Spring,3801.89396,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,2.54E+29,1.413,,2.75,,,,,-8.51,,0.50,,-0.3,,-1.68,,1,,,,,upper limit,,,
ISO-Oph 117,ISO-Oph 117,2MASS J16271382-2443316,p Oph,246.8075869 -24.72545783,II,Gatti 2006,May 19 20 2005,3950,,K8,,".06"" spectra 750 - 860 R spectra",5 - 2.4 um,ISAAC/ESO-VLT UT1 telescope,Line Width,EW PaB  & BrG,,0.350,,1.27,,,,2.34E-09,-8.63,,0.60,,-0.2218487496,,,.1-1,1,,,,,,,,
ISO-Oph 117,ISO-Oph 117,2MASS J16271382-2443316,p Oph,246.8075869 -24.72545783,II,Manara 2015,2010,3340,50,M3.5,,R 4350-6450 spectroscopy,310 - 2500 nm,X-Shooter,Line Strength,Various Line Intensity,,0.221,,1.41,,1.41,0.04,2.29E-10,-9.64,,0.33,0.1,-0.4814860601,,-2.87,,1,,,,,,,,
ISO-Oph 117,ISO-Oph 117,2MASS J16271382-2443316,p Oph,246.8075869 -24.72545783,II,Natta 2006,2004 Spring,3162.27766,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,1.68E+29,0.339,,1.94,,,,,-8.52,,0.21,,-0.67,,-1.92,,1,,,,,,,,
ISO-Oph 118,ISO-Oph 118,,p Oph,246.810438 -24.446135,II,Natta 2006,2004 Spring,3548.13389,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,,0.776,,2.34,,,,,,,,,,,,,1,,,,,,,,
ISO-Oph 120,ISO-Oph 120,,p Oph,246.814393 -24.444389,II,Natta 2006,2004 Spring,3090.29543,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,1.43E+29,0.269,,1.81,,,,,-8.59,,0.19,,-0.73,,-2.02,,1,,,,,upper limit,,,
ISO-Oph 121a,ISO-Oph 121a,,p Oph,246.8167 -24.6453,II,Natta 2006,2004 Spring,3388.44156,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,6.67E+28,0.562,,2.18,,,,,-9.15,,0.30,,-0.53,,-2.47,,1,companion,,,,upper limit,,,
ISO-Oph 121b,ISO-Oph 121b,,p Oph,246.8167 -24.6453,II,Natta 2006,2004 Spring,3981.07171,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,1.80E+29,2.042,,3.01,,,,,-8.78,,0.63,,-0.2,,-1.89,,1,companion,,,,upper limit,,,
ISO-Oph 123,ISO-Oph 123,2MASS J16271758-2405136,p Oph,246.82327842 -24.08713892,II,Manara 2015,2010,4060,,K7,,R 4350-6450 spectroscopy,311 - 2500 nm,X-Shooter,Line Strength,Various Line Intensity,,0.078,,0.57,,0.56,,2.75E-10,-9.56,,0.62,0.1,-0.2076083105,,-2.12,,1,,,,,,,,
ISO-Oph 123,ISO-Oph 123,2MASS J16271758-2405136,p Oph,246.82327842 -24.08713892,II,Natta 2006,2004 Spring,2818.38293,,M3.5,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,3.67E+29,0.071,,1.12,,,,,-7.89,,0.08,,-1.08,,-1.46,,1,,,,,,Added SIMBAD spectral type (Wilking 2005),bad mass,
ISO-Oph 124,ISO-Oph 124,,p Oph,246.823215 -24.482304,II,Natta 2006,2004 Spring,3715.35229,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,,1.072,,2.51,,,,,,,,,,,,,1,,,,,,,,
ISO-Oph 128,ISO-Oph 128,,p Oph,246.82703 -24.484976,II,Natta 2006,2004 Spring,3715.35229,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,9.00E+28,1.202,,2.65,,,,,-9.1,,0.46,,-0.34,,-2.3,,1,,,,,upper limit,,,
ISO-Oph 129,ISO-Oph 129,,p Oph,246.830066 -24.478848,II,Natta 2006,2004 Spring,4073.80278,,K7,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,,2.138,,2.94,,,,,,,,,,,,,1,,,,,,Added SIMBAD spectral type (Ricci 2010),,
ISO-Oph 132,ISO-Oph 132,,p Oph,246.839453 -24.695297,II,Natta 2006,2004 Spring,4073.80278,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,3.34E+29,2.042,,2.88,,,,,-8.42,,0.65,,-0.19,,-1.52,,1,,,,,upper limit,,,
ISO-Oph 135,ISO-Oph 135,,p Oph,246.84547627 -24.29928628,III,Natta 2006,2004 Spring,,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,,,,#DIV/0!,,,,,,,,,,,,,1,,,,,,,,
ISO-Oph 138,ISO-Oph 138,,p Oph,246.859264 -24.323055,II,Natta 2006,2004 Spring,2630.26799,,M7.75,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,4.41E+27,0.016,,0.61,,,,,-10.38,,0.03,,-1.46,,-4.07,,1,,,,,upper limit,Added SIMBAD spectral type (Alves de Oliveira 2012),,
ISO-Oph 139,ISO-Oph 139,,p Oph,246.859523 -24.712814,II,Natta 2006,2004 Spring,2884.0315,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,3.34E+29,,,0.00,,,,,-7.27,,0.15,,-0.82,,-0.77,,1,,,,,upper limit,,,
ISO-Oph 140,ISO-Oph 140,,p Oph,246.860373 -24.65641,II,Natta 2006,2004 Spring,3801.89396,,M1,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,9.64E+29,1.445,,2.78,,,,,-7.72,,0.51,,-0.29,,-0.89,,1,,,,,,Added SIMBAD spectral type (Ricci 2010),,
ISO-Oph 142,ISO-Oph 142,,p Oph,246.86407958 -24.52124267,II,Natta 2006,2004 Spring,3548.13389,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,8.21E+28,0.851,,2.45,,,,,-9.1,,0.37,,-0.43,,-2.35,,1,,,,,upper limit,,,
ISO-Oph 144,ISO-Oph 144,,p Oph,246.868524 -24.455843,II,Natta 2006,2004 Spring,3388.44156,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,1.53E+29,0.550,,2.16,,,,,-8.66,,0.29,,-0.54,,-1.98,,1,,,,,upper limit,SIMBAD has spectral type but no citation (K6.5),,
ISO-Oph 147,ISO-Oph 147,,p Oph,246.875751 -24.462046,II,Natta 2006,2004 Spring,3981.07171,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,1.68E+29,1.862,,2.88,,,,,-8.81,,0.60,,-0.22,,-1.93,,1,,,,,upper limit,SIMBAD has spectral type but no citation (M2),,
ISO-Oph 148,ISO-Oph 148,,p Oph,246.87941035 -24.56757341,III,Natta 2006,2004 Spring,3388.44156,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,5.30E+28,,,0.00,,,,,-9.28,,0.28,,-0.55,,-2.61,,1,,,,,upper limit,,,
ISO-Oph 151,ISO-Oph 151,,p Oph,246.87852615 -24.41558316,II,Natta 2006,2004 Spring,3235.93657,,M3.25,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,4.11E+28,0.398,,2.01,,,,,-9.39,,0.24,,-0.62,,-2.76,,1,,,,,upper limit,Added SIMBAD spectral type (Wilking 2010),,
ISO-Oph 152,ISO-Oph 152,,p Oph,246.886149 -24.556648,II,Natta 2006,2004 Spring,3548.13389,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,3.05E+29,,,0.00,,,,,-8.31,,0.35,,-0.45,,-1.58,,1,,,,,upper limit,,,
ISO-Oph 154,ISO-Oph 154,,p Oph,246.886877 -24.543009,II,Natta 2006,2004 Spring,3630.78055,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,1.84E+29,0.977,,2.51,,,,,-8.65,,0.41,,-0.39,,-1.88,,1,,,,,upper limit,,,
ISO-Oph 155,ISO-Oph 155,2MASS J16273311-2441152,p Oph,246.8879828 -24.68757255,II,Gatti 2006,May 19 20 2005,4730,,K3,2.00,".06"" spectra 750 - 860 R spectra",9 - 2.4 um,ISAAC/ESO-VLT UT1 telescope,Line Width,EW PaB  & BrG,,3.100,,2.63,,,,5.25E-09,-8.28,,1.00,,0,,,.1-1,1,,,,,,,,
ISO-Oph 155,ISO-Oph 155,2MASS J16273311-2441152,p Oph,246.8879828 -24.68757255,II,Natta 2006,2004 Spring,4265.79519,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,2.11E+30,3.090,,3.23,,,,,-7.39,,0.81,,-0.09,,-0.43,,1,,,,,,,,
ISO-Oph 156,ISO-Oph 156,,p Oph,246.89692667 -24.64262211,III,Natta 2006,2004 Spring,3019.95172,,M4.5,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,2.06E+28,,,0.00,,,,,-9.71,,0.17,,-0.76,,-3.17,,1,,,,,upper limit,Added SIMBAD spectral type (WIlking 2010),,
ISO-Oph 157,ISO-Oph 157,,p Oph,246.89859296 -24.75903471,II,Natta 2006,2004 Spring,2884.0315,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,1.11E+28,,,0.00,,,,,-8.54,,0.11,,-0.96,,-2.08,,1,,,,,upper limit,,,
ISO-Oph 161,ISO-Oph 161,,p Oph,246.905206 -24.71056,II,Natta 2006,2004 Spring,3981.07171,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,3.34E+29,,,0.00,,,,,-7.17,,0.60,,-0.22,,-0.3,,1,,,,,upper limit,,,
ISO-Oph 163,ISO-Oph 163,2MASS J16273832-2436585,p Oph,246.90967521 -24.61627826,II,Gatti 2006,May 19 20 2005,4350,,K5,3.00,".06"" spectra 750 - 860 R spectra",6 - 2.4 um,ISAAC/ESO-VLT UT1 telescope,Line Width,EW PaB  & BrG,,1.600,,2.23,,,,1.29E-08,-7.89,,0.60,,-0.2218487496,,,.1-1,1,,,,,,,,
ISO-Oph 163,ISO-Oph 163,2MASS J16273832-2436585,p Oph,246.90967521 -24.61627826,II,Natta 2006,2004 Spring,3890.45145,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,6.08E+29,1.698,,2.88,,,,,-8.02,,0.56,,-0.25,,-1.16,,1,,,,,,,,
2MASS J16273863-2438391,2MASS J16273863-2438391,"ISO-Oph 164, GY 310",p Oph,246.91095039 -24.64423075,II,Natta 2006,2004 Spring,2754.2287,,M8,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,9.64E+27,0.049,,0.97,,,,,-10.01,,0.07,,-1.17,,-3.61,,1,,,,,,Added SIMBAD spectral type (Manara 2015),,
ISO-Oph 165,ISO-Oph 165,,p Oph,246.912269 -24.672409,II,Manara 2015,2010,3500,150,M2.5,,R 4350-6450 spectroscopy,314 - 2500 nm,X-Shooter,Line Strength,Various Line Intensity,,0.034,,0.50,,0.5,0.1,4.57E-11,-10.34,,0.40,0.1,-0.3979400087,,-3.04,,1,,,,,,,,
ISO-Oph 166,ISO-Oph 166,2MASS J16273942-2439155,p Oph,246.91429046 -24.6543133,II,Gatti 2006,May 19 20 2005,4350,,K5,3.00,".06"" spectra 750 - 860 R spectra",7 - 2.4 um,ISAAC/ESO-VLT UT1 telescope,Line Width,EW PaB  & BrG,,1.900,,2.43,,,,6.46E-09,-8.19,,0.60,,-0.2218487496,,,.1-1,1,,,,,,,,
ISO-Oph 166,ISO-Oph 166,2MASS J16273942-2439155,p Oph,246.91429046 -24.6543133,II,Natta 2006,2004 Spring,3890.45145,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,1.01E+30,1.738,,2.91,,,,,-7.73,,0.56,,-0.25,,-0.87,,1,,,,,,,,
