Sixth Catalog of Orbits of Visual Binary Stars: Orbits																					
RA(2000).	DEC(2000)	WDS.......	DD............	HD....	V1.11	*	V2.22	*	PPPPP.PPPPPP	*	eee.eeeeee	AAA.AAAAA	*	ee.eeeee	III.IIII	eee.eeee	NNN.NNNN	eee.eeee	TTTTT.TTTTTT	*	eee.eeeeee
12158.64	-694307.6	01220-6943	I   263	8519	7.66		8.61		272.15	y	47.48	0.791	a	0.075	68.6	1.9	231.3	2.8	1936.56	y	5.3
12321.27	580835.6	01234+5809	STF 115AB	8272	7.1		7.3		222	y		0.83	a		99		137		1984.8	y	
12403.56	542132.9	01241+5422	BD+53  293	8365	8.25				1803	d	366	22.8	m	5.4	52	8	138	12	48781	d	322
12420.48	-65452.8	01243-0655	BU 1163	8556	6.59		6.98		16.11	y		0.199	a		117		29		1988.84	y	
12506.75	453631	01251+4537	A   939	8528	8.94		9.09		145.64	y		0.185	a		19.4		143.5		1962.5	y	
12556.1	-475355.9	01259-4754	RST  33	8821	8.13		9.77		215.5	y		1.154	a		112.5		154.7		1951.21	y	
12609.45	-675033	01262-6751	DON  17	8944	8.81		9.81		1512	y		2.536	a		37		148		1949.9	y	
12739.09	452425	01277+4524	CIA   4Aa Ab	8799	4.83				254.9003	d	0.196	0.038	a	0.001	62.49	2.1	278.87	2.01	54214.835	m	3.187
12739.81	52111.2	01277+0521	BU 1164AB	8875	7.56		8.41		63.73	y		0.291	a		107.7		163.9		2008.19	y	
12821.94	-431903.8	01284-4319	gam Phe	9053	3.41				193.8	d		5.57	m	0.46	46.3	4	340.2	5.2	19544.9	d	
12941.17	224934.4	01297+2250	A  1910AB	9071	7.3		7.9		70.7	y	1.2	0.1904	a	0.002	119.7	1.1	129.8	1	1985.037	y	0.072
13046.18	-593933.9	01308-5940	TOK 183	9379	8.8		8.8		4.66	y	0.23	0.0458	a	0.003	75	0	349.5	3.4	2012.83	y	0.23
13113.52	701553.2	01312+7016	38 Cas	9021	5.83				134.1	d		7.95	m	0.15	85.6	4.7	160.5	3.7	29000.4	d	
13128.99	152045	01315+1521	BU  506	9270	3.83		7.51		850.5	y	66.5	1.228	a	0.144	58.5	2.5	32.8	2	2040.3	y	66.9
13135.29	-532210.1	01316-5322	I   264AB	9438	8.36		8.84		250	y		1.46	a		107.4		141		1889.5	y	
13154.85	160249	01319+1603	BF Psc	9313	7.81				53.504	d		2.4	m	0.8	156.1	20.5	321.5	7.4	39810.88	d	
13203.12	165650	01321+1657	STF 132A	9312	7.1		8.5		36.5192	d	0.0001	3	m		65.4	13.3	47.5	11.4	54094.832	d	0.008
13256.05	-365154.7	01329-3652	GC 1881	9525	5.5				611.4908	d	16.6151	8.08	m	1.19	25.13	27.37	49.33	76.17	48059.0703	d	25.9466
13342.39	-121246.1	01337-1213	HWE   4	9575	9.23		9.31		146	y		0.911	a		110.4		115.51		1927.13	y	
13419.42	-82727.3	01343-0827	A   314	9626	8.8		9.1		107.9	y		0.296	a		116.1		193		1989.31	y	
13429.69	343939.5	01345+3440	A  1913AB		10.46		10.68		111.21	y		0.29	a		113.9		69.3		1925.43	y	
13430.53	780346.6	01345+7804	HDS 211Aa Ab		11.02		12.76		22.74	y		0.207	a		127.7		68.8		1996.99	y	
13500.96	-295438	01350-2955	DAW  31AB	9770	7.51		8.94		4.562	y	0.002	0.174	a	0.003	19.5	2.9	224.3	9.9	1932.6	y	0.034
13500.96	-295438	01350-2955	BU 1000AB C	9770	7.2		11.5		123.5	y		1.51	a		35.2		141.3		1956.74	y	
13608.5	-295426.5	01361-2954	HJ 3447	9906	5.97		7.35		1503.58	y	35.32	3.155	a	0.132	55.6	0.8	69.6	0.8	2039.79	y	33.8
13725.09	251003.9	01374+2510	G 34-39	9939	7.15		9.14		25.208958	d	0.000072	4.944	m	0.018	61.56	0.25	262.29	0.2	51786.408	m	0.063
13737.56	-92414.6	01376-0924	KUI   7	10009	6.8		7.2		28.83	y	0.25	0.292	a	0.009	97.4	0.2	161.1	1.7	1989.915	y	0.021
13901.54	-175701.8	01388-1758	LDS 838		12.7	v	13.2		26.52	y		1.95	a		127.3		150.5		1971.91	y	
13947.55	-561136.2	01398-5612	DUN   5	10361	5.78		5.9		475.2	y		7.826	a		140.5		13.7		1811.9	y	
14052.03	13741.8	01409+0138	A  2404	10313	9.3		9.3		114.3	y		0.235	a		104.7		179.2		1960.9	y	
14052.28	495229	01409+4952	HU  531AB		9.5		10		100.03	y		0.317	a		127.6		161.5		1956.23	y	
14054.3	111713.5	01409+1117	A  2320	10297	9.7		9.7		37.29	y		0.156	a		59.2		74.4		1997.49	y	
14144.84	-111928.9	01417-1119	STF 147	10453	6.14		7.17		627	y		2.5	a		82		86.9		2014.7	y	
14146.52	423649.7	01418+4237	MCY   2	10307	4.95		11		19.5	y		0.58	a		105		33		1997.1	y	
14223.63	-64517.3	01424-0645	A     1	10508	8.9		8.75		637.62	y		0.844	a		42		232.1		1888.34	y	
14229.95	201612.5	01425+2016	107 Psc	10476	5.2	v			207.2707	d	6.1799	4.55	m	2.1	89.01	22.95	12.67	23.8	48213.7852	d	11.9614
14339.63	504119.4	01437+5041	CIA   6	10516	4.06		7.8		126.6982	d		5.89	m	0.02	77.6	0.3	295.7	0.3	56110.03	d	0.08
14344.93	93407.2	01437+0934	BU  509	10619	9.48		9.19		241.2	y		0.9	a		118		221.04		1983.48	y	
14417.96	573211.8	01443+5732	BU  870AB	10543	6.29		8.68		193.17	y	6.23	0.899	a	0.012	134.8	3.8	128.8	4.6	2022.39	y	0.78
14458.89	270247.6	01450+2703	COU 750		9.7		9.7		58.18	y		0.356	a		80.9		23.2		2000.4	y	
14500.71	570700.3	01450+5707	BU  453AB	236857	10.04		10.45		340.16	y		0.832	a		31.11		36.65		1956.36	y	
14538.65	-250308.8	01456-2503	HJ 3461AB	10830	5.38		8.5		1122.38	y		9.576	a		106.9		145.3		2394.5	y	
14558.62	800455.3	01460+8005	GW Cep		11.13				13.5	y	5		m		84						
14605.45	634855.8	01461+6349	STF 148	10663	9		9.6		625.27	y	20.06	1.081	a	0.158	67.6	1.2	147.9	0.9	2013.18	y	17.99
14613.37	334318.6	01462+3343	HU  804	10793	9.07		9.84		280.646	y		0.4483	a		62.8		123		2155.493	y	
14620.17	443848.6	01463+4439	A   948AB	10765	8.8		10.3		480	y		0.54	a		67.4		17.2		1883	y	
14644.07	330945.5	01467+3310	STF 158AB	10828	8.96		9.4		22.39	c	99.99	5.351	a	0.048	78.8	9.3	278	40	2089.7	y	18.6
14740.54	-435816.2	01477-4358	I    52	11057	8.47		9.1		232	y		0.457	a		133		51		1972	y	
14915.54	475349	01493+4754	CHR   4Aa Ab	11031	6.47				36.9	y		0.122	a		34.4		32		2004.8	y	
14923.43	-104211.9	01494-1042	EZ Cet	11131	6.72				6.765	y	3.162	53.2	m	10.6	64	2	333	91	1993.89	y	2.872
14930.53	564450.9	01495+5645	A   950AB	236885	9.4		9.9		197	y		0.345	a		64		127.2		2037	y	
14940.24	-141356.9	01497-1414	HU  422	11182	9.18		9.01		116	y		0.264	a		120.1		0		1949.8	y	
14948.86	-382412.5	01498-3824	GC 2219	11262	6.37				1122.3937	d	99.3663	11.95	m	0.97	106.34	5.21	79	3.78	48401.3828	d	18.0819
14953.05	805311.2	01499+8053	STT  34	10648	7.58		8.12		195.89	y	4.13	0.715	a	0.013	79.8	0.8	113.1	0.8	2025.36	y	1.31
14956.31	765932	01499+7700	BD+76   58	10790	8.08				704	d	28	19	m	13	72	12	233	110	48878	d	91
14956.31	765932	01499+7700	BD+76   58	10790	8.08				731	d	32	19	m	16	72	10	231	110	48925	d	107
15002.13	-40734.3	01500-0408	A  2602		10.4		10.4		1606	y		2.455	a		82.4		4.5		1976.2	y	
15113.34	243908	01512+2439	HO  311	11284	8.22		7.82		119.3	y	6.2	0.298	a	0.0062	52.8	1.7	212.8	3.9	1982.72	y	0.4
15157.6	132538	01520+1326	HU 1213	11364	9.46		9.87		200	y		0.13	a		139.4		81.3		1830	y	
15214.62	-521933	01522-5220	CVN   3		9.1		16.3		5607.369	c		76.6	a		115.9		180		2394.327	y	.
15214.62	-521933	01522-5220	CVN   3		9.1		16.3		17297.155	c		162.4	a		101.2		0.9		2676.528	y	
15214.62	-521933	01522-5220	CVN   3		9.1		16.3		14992.61	c		147.62	a		109.7		180		2409.673	y	
15245.64	-44715.9	01528-0447	RST4188	11488	9.95		10.02		618.71	y		1.048	a		72.1		22.7		2619.26	y	
15314.21	152600.3	01532+1526	BU  260	11487	8.75		8.97		931.05	y	31.3	1.303	a	0.1	71.8	0.3	73	0.2	2804.38	y	2.36
15333.34	31114.9	01536+0311	xi Psc	11559	4.62				1672.4	d		13.1	m	1.66	65.85	12.24	270.13	17.03	37651.5	d	
15422.06	-422948.8	01544-4230	phi Phe	11753	5.11				1126.11	d		8.4	m	0.52	93	4.7	159	6.4	53766.2	d	
15438.35	204829.9	01546+2049	MKT   3	11636	2.6		5.2		106.9954	d	0.0005	36.1	m	0.3	44.7	1.3	79.1	0.8	44274.276	d	0.009
15453.75	404207.9	01549+4042	HR  551	11613	6.26				838	d		8.14	m	0.93	23.6	1.8	155.7	4.1	43521.5	d	
15507.39	284752.6	01551+2847	STF 183AB	11671	7.67		10		332.79	y		0.489	a		121.3		170.3		1966.42	y	
15522.03	25724.1	01554+0257	A  2407		10.05		10.5		183.87	y	4.4	0.689	a	0.061	46	2.9	172.8	4.8	1971.43	y	4.14
15553.8	15059.6	01559+0151	STF 186	11803	6.79		6.84		165.72	y		0.986	a		72.4		219.7		1892.28	y	
15701.33	310122.4	01570+3101	A   819AB	11849	8.16		9.3		164.18	y	32.89	0.437	a	0.025	48.6	4	170.6	10.6	2010.04	y	1.63
15734.65	420437	01576+4205	NLTT 6522		9.01				694.87	d	0.35	22.2	m	1.8	96	5.7	214.1	7.7	47889.5	d	1.1
15740.62	443348	01577+4434	A  1526	11869	8.7		8.8		877.5	y	53.7	0.648	a	0.06	100.2	2	112.6	1.3	1919.6	y	55.4
15845.87	-613411.7	01588-6134	alp Hyi	12311	2.9				605.9628	d	4.0765	21.66	m	1.38	42.5	3.88	85.09	6.92	48586.0781	d	5.3707
20052.92	-434951.4	02009-4350	I   265	12439	8.63		9.64		775	y		1.209	a		68.9		222.6		1977.26	y	
20157.55	705425.4	02020+7054	BU  513AB	12111	4.65		6.74		61.14	y	0.05	0.614	a	0.002	16.7	0.9	48.2	3.2	1964.35	y	0.09
20202.8	24549.4	02020+0246	STF 202AB	12446	4.1		5.17		3267.4	y		7.4	a		113.4		3.7		2188.58	y	
20211.25	-240223.8	02022-2402	HDS 272AB	12515	8.01		11.7		138.54	y		0.97	a		111.1		89.6		2074.75	y	
20211.25	-240223.8	02022-2402	TOK  41Ba Bb	12515	8.5		8.8		13.88	y	4.37	0.099	a	0.024	154.2	23	134.4	17	2006.3	y	3.3
20212.83	364301.6	02022+3643	A  1813AB	12376	8.7		8.9		12.94	y	0.04	0.15	a	0.001	67	0.5	191.4	0.5	1989.06	y	0.03
20212.83	364301.6	02022+3643	A  1813AB C	12376	8.29		11.19		310.51	y	7.25	1.79	a	0.204	113.2	2.8	168.5	1.99	2210.24	y	1.43
20339.26	255607.6	02037+2556	STF 208AB	12558	5.82		7.87		325	y		1.39	a		51		20.5		1931.6	y	
20353.92	421947.5	02039+4220	STT  38BC	12534	5.3		6.5		63.67	y	1	0.302	a	0.001	109.8	5	109.6	5	2015.5	y	1.5
20355.25	-452446.5	02039-4525	RST2272	12759	7.37		11.66		549.83	y		3.233	a		74.2		252.9		2050.09	y	
20448.71	603022.7	02048+6030	A   957	12529	8.52		10.48		219.97	y		0.471	a		125.3		107.7		1870.07	y	
20507.05	771653.2	02051+7717	SHJ  22A	12230	5.28				1616.2692	d	132.6785	39.32	m	7.57	148.25	8.51	64.59	12.15	47969.2578	d	45.3193
20541.24	-242233.2	02057-2423	WSI  71Aa Ab	12889	9.27		9.5		2.582	y	0.003	0.048	a	0.003	75.9	4	127.2	4.6	2010.917	y	0.015
20541.24	-242233.2	02057-2423	I   454AB	12889	8.62		11.32		213	y	213	1.03	a	0.66	76	11	140	8	2057	y	43
20842.29	-100518.9	02087-1005	HU   16	13191	9.3		10.53		475	y		1.32	a		54.8		10.3		2025	y	
20903.42	404739.1	02091+4048	BX And	13078	8.98				62	y	9		m		74.5						
20932.52	345914.6	02095+3459	MKT   4	13161	3				31.387	d	0.001	8.02	m	0.05	129.9	0.2	64.9	0.3	47729.07	d	0.03
21025.98	-504925.2	02104-5049	ESG   1	13445	6.17		13.2		353	y		4.37	a		150		300		1984	y	
21025.98	-504925.2	02104-5049	ESG   1	13445	6.17		13.2		69.7	y		1.69	a		150		335		1983	y	
21222.28	301811	02124+3018	TZ Tri	13480	4.95	v						0.0021	a	0.0009	58	4					
21300.01	85048.3	02130+0851	MCA   5	13611	4.34				1642.1	d		4.52	m	4.5	106.47	15.34	71.24	23.97	34985.5	d	
21313.34	441354.1	02132+4414	CHR   5	13520	4.8				748.2	d		2.4	m	0.6	54.1	19.9	344.5	10.3	37886	d	
21336.02	510358.4	02136+5104	BAG   1Aa Ab	13530	5.31				1650	d		16.75	m	1.5	115.6	7.72	168.33	10.49	47205.4414	d	67.9757
21402.43	472903.3	02140+4729	STF 228	13594	6.56		7.21		145.41	y		0.885	a		63.8		99.1		1899.07	y	
21429.1	663128	02145+6631	MCA   6	13474	6.4		7.6		40.97	y		0.084	a		20.6		43.5		1989.39	y	
21528.69	523040	02155+5231	GC 2695	13738	6.96				1385	d		5.1	m	1.4	68	11	318	14	41981.5	d	
21542.83	250235.7	02157+2503	COU  79A	13872	6.4				925	d	90				71	45	211	55	54092	m	62
21542.83	250235.7	02157+2503	COU  79	13872	6.4		6.48		8622.7	d	4.4	0.2347	a	0.0017	104.437	0.025	55.823	0.032	46497.2	m	4.3
21546.15	-181417.7	02158-1814	HTG   1	14001	8.49		9.25		295.93	y		2.184	a		35.5		187.1		1681.32	y	
21553.38	63734.9	02159+0638	A  2013	13959	9.84		9.79		34.66	y	0.15	0.346	a	0.002	112.3	2	91.8	2	2005.69	y	0.2
21636.08	-502542.8	02166-5026	TOK 185	14239	9.9		9.9		16	y		0.132	a		63.2		243.6		2011.32	y	
21647.37	434622.7	02168+4346	NLTT 7491	13931	7.6				11.5	y	1.1	116.44	m	6.56					14494	d	904
21702.42	341329.4	02171+3413	MKT   5Aa Ab	13974	4.85				10.02	d	0.0001	9.8	m	0.06	167	3	15	9	48117	d	0.2
21723	612106.5	02174+6121	STF 234AB	13864	8.74		9.4		139.868	y		0.51	a		123.5		54.8		1909.214	y	
21801.23	14524.8	02180+0145	GC 2770	14214	5.58		10.2		93.2874	d	0.0006	19.5	m		105.1	3.5	281	3.1	54094.633	d	0.005
21810.1	391939.8	02182+3920	A   207		9.69		10.3		193.3	y	68.2	0.31	a	0.048	43.8	12.5	156.8	7.7	1933.752	y	5.2
21836.27	401643.7	02186+4017	EGG   2Aa Ab	14189	7.9		7.9		29.71	y	0.07	136	m	0.9	7	6	166	3	2013.02	y	0.05
21920.24	533820.8	02193+5338	A  1274	14174	9.34		11.02		1282.73	y		0.825	a		66.9		9.4		1697.16	y	
21920.78	-25839.5	02193-0259	JOY   1Aa Ab	14386	6.8	v	10.4	v	497.88	y		0.8	a		112		138.8		2285.75	y	
21947.89	-352643.8	02198-3527	HJ 3494	14526	9.01		9.12		475	y		2.119	a		146.2		80.3		1918.2	y	
22010.41	294842.2	02202+2949	A   961	14394	9.31		8.94		143.1	y	5.6	0.294	a	0.057	145.4	3.9	150	5.8	2038.1	y	5.7
22103.67	424627.1	02211+4246	STF 248		9.55		9.83		318	y	17	0.94	a	0.022	147	2.3	158	3.5	1989.2	y	0.14
22111.45	213521.4	02212+2136	HU  425Aa Ab		10.74		11.21		125	y		0.355	a		134		0		1975	y	
22232.55	-234858.8	02225-2349	LAF  27	14802	5.2		10.2		25.81	y	0.15	0.521	a	0.004	50.4	0.5	139.8	1.4	1988.89	y	0.17
22304.7	702035.6	02231+7021	MLR 377AB	14382	8.42		8.7		161.259	y	83.563	0.587	a	0.195	104.33	15.43	154.1	21.9	1918.14	y	13.85
22314.52	-295210	02232-2952	BU  738	14882	7.6		7.97		560	y		2.15	a		95.6		30.5		1950.5	y	
22433.71	-405026.6	02246-4050	GC 2912	15064	6.18				142.3	d		8.09	m	0.34	60.6	3.7	200.2	3.8	37159.1	d	
22451.18	303849.9	02249+3039	HDS 314Aa Ab	14874	8.39		10.97		82.18	y		0.378	a		109.7		87.6		2026.35	y	
22540.12	613258.8	02257+6133	STF 257	14817	7.51		8.16		836	y		0.795	a		45.4		133.7		1932.19	y	
22601.55	54646	02260+0547	GJ 9082	15096	7.95				3600	d		84.4	m	4.5	115.8	5	44.4	8.2	45901	d	
22609.51	342810.5	02262+3428	HDS 318	15013	8.7		9.14		6.85	y	0.05	0.1	a	0.001	50	0.6	15.1	0.9	1995.12	y	0.06
22745.81	42553.6	02278+0426	A  2329	15285	9.45		9.63		25.32	y	0.4	0.559	a	0.012	73.3	3.5	108.7	2	1988.16	y	1.2
22759.93	15739.1	02280+0158	KUI   8	15328	7.09		7.63		653	y		0.769	a		79.9		28.6		1922.3	y	
22846.18	321533.3	02288+3215	WOR   2		10.13		10.84		24.07	y	0.5	0.361	a	0.005	82.9	4	100.6	7	1987.35	y	3
22848.54	295553.7	02288+2956	13 Tri	15335	5.91				9	y		0.02	a		82		145		1985	y	
22903.96	672408.7	02291+6724	CHR   6Aa Ab	15089	4.63		8.48		47.05	y	2.02	0.417	a	0.01	149.2	1.8	176.7	4.1	1993.22	y	0.07
22903.96	672408.7	02291+6724	STF 262AB	15089	4.63		6.92		620	y		2.88	a		115		0.8		1640	y	
22903.99	672408.6	02291+6724	STF 262AB C	15089	4.46		9.05								87.6		109.82		2250	y	
23147.08	891550.9	02318+8916	WRH  39Aa Ab	8890	2.3		4.3		29.52	y	0.02	0.128	a	0.004	50.1	4.8	276.2	9.5	1987.66	y	0.13
23252.66	343232.8	02329+3433	GC 3048	15755	5.85				603.8785	d	38.6952	6.29	m	1.04	85.15	9.57	17.83	10.93	47778.625	d	51.1785
23318.9	521832.3	02333+5219	STT  42AB	15703	7.11		8.03		297.72	y	11.35	0.295	a	0.004	80.3	0.1	96.1	0.1	1985.66	y	11.38
23353.34	493022.5	02339+4930	BD+48  696	15777	8				2332	d		33	m	2	86.2	24.6	83	20	47774.2	d	
23354.62	-510536.6	02339-5106	HR  755	16170	6.25				928	d	158	13.4	m	7.7	93	5	351	178	49148	d	364
23532.53	594733.1	02355+5948	BD+59  515	15862	8.93				905	d		11.3	m	1.4	56.5	7.8	67.5	5.4	46440	d	
23603.83	65300.1	02361+0653	PLQ  32A	16160	5.83		11.66		61	y		0.171	a		49		13		1940	y	
23637.75	122652.2	02366+1227	MCA   7	16234	5.68		5.78		3.8	y		0.077	a		112.7		145		2010.28	y	
23708.62	-111151.1	02371-1112	HU 1216AB	16355	8.53		9.18		351	y	271	1.01	a	0.34	64.4	3.4	277	12	1902	y	15
23724.26	-523235.1	02374-5233	TOK 186Aa Ab	16555	5.5		6.5		3.22	y	0.06	0.0785	a	0.0031	115.5	2.5	52	3	2011.31	y	0.23
23755.15	200309.7	02379+2003	A  2219	16352	9.48		9.34		160	y		0.252	a		127		172.6		1950	y	
23755.15	200309.7	02379+2003	A  2219	16352	9.48		9.34		270	y		0.507	a		99		141.7		2034	y	
23813.9	460403	02382+4604	A  1278	16283	8.9		9		108.59	y		0.234	a		104.7		131		2000.64	y	
23825.25	-12431	02384-0125	A   450	16453	8.49		10.19		915	y		0.6	a		116.7		1.4		2060	y	
23933.73	-115217.7	02396-1152	FIN 312	16620	5.22		6.5		2.6512	y	0.0005	0.1063	a	0.0005	24.2	0.2	90.2	0.2	2012.3109	y	0.0005
23937.9	-542500.8	02396-5425	HU 1350	16795	9.52		9.94		250	y		0.79	a		124.7		7.6		1903	y	
23951.75	848.1	02399+0009	A  1928	16619	8.6		8.6		17.92	y	0.2	0.138	a	0.001	45.1	2	58.9	6	2009.17	y	0.3
24031.49	-240807.5	02405-2408	SEE  19	16753	8.15		8.68		310.26	y	146.13	0.393	a	0.098	147.2	3.3	225.6	39	2016.8	y	0.32
24042.29	263720.5	02407+2637	STT  43	16638	7.9		9.04		289.2	y		0.886	a		124.2		39		1804.422	y	
24127.29	-712745	02415-7128	B  1923	17215	8.13		9.31		101.5	y	2.77	0.522	a	0.01	116.3	0.9	222.9	2.8	2011.42	y	0.33
24128.89	405250.8	02415+4053	COU1511	16656	8.7		8.7		22.18	y		0.124	a		147		217.2		1988.64	y	
24214.93	401139.8	02422+4012	MCA   8	16739	5.5		5.9		330.98209	d		53.18	m	0.15	128.17	0.14	49.29		1993.33956	y	
24219.72	492458.5	02423+4925	HU  539	16692	9.22		9.52		175	y		0.222	a		144.1		19.4		2007.1	y	
24221.31	383707.2	02424+3837	EVT   1Aa Ab	16760	7.11	k	10		466.5	d	0.4	25.5	m	2.8	2.6	0.5	86.9	1.1	53336.5	m	3
24221.92	200041.7	02424+2001	BLA   1Aa Ab	16811	5.69		6.2		8.845	y	0.046	0.0563	a	0.0008	71.2	1.1	101	1	1981.099	y	0.063
24320.92	192545.2	02433+1926	BAG  20	16909	8.2		11.3		1214	d		31.24	m	6.15	76.48	6.25	27.39	11.56	44185.5	d	
24326.61	-664251.2	02434-6643	FIN 333	17326	6.51		8.19		33.31	y		0.465	a		91.2		212.6		1994.63	y	
24326.61	-664251.2	02434-6643	FIN 333	17326	6.51		8.19		83.73	y		0.509	a		90		34.1		1998.06	y	
24327.11	274225.8	02435+2742	35 Ari	16908	4.64				490	d		6.52	m	1.52	154.96	21.77	66.46	35.99	48581.4141	d	60.6149
24335.5	-625508.8	02436-6255	CP-63  179	17289	7.44				562.1	d	0.4	10.8	m	0.7	173.2	0.5	2.5	3.9	53762.5	d	0.9
24411.99	491342.4	02442+4914	STF 296AB	16895	4.16		10		2720	y		22.289	a		75.44		128		1613	y	
24414.51	-252943.9	02442-2530	FIN 379Aa Ab	17134	7.5		8.1		6.7039	y	0.005	0.0996	a	0.0006	42.37	0.98	4.6	2.2	2008.843	y	0.014
24536.86	-711409.4	02456-7114	HDS 357	17653	6.79		10.56		78.7	y		0.545	a		116.1		160.8		2041.99	y	
24544.77	-394301.8	02457-3943	B  2077A	17354	7.79				841	d	30	10.1	m	1.4	123	8	285	94	48839	d	128
24559.63	-45723.2	02460-0457	BU   83A	17251	7.53		9.39		36	y		0.08	a		50		110		1900.5	y	
24559.63	-45723.2	02460-0457	BU   83	17251	7.73		9.64		716.26	y		2.38	a		101.4		147.7		2418.03	y	
24703.6	353317.3	02471+3533	BU    9AB	17240	6.42		8.64		616	y		1.882	a		67.3		174		1952	y	
24727.35	192220	02475+1922	STF 305AB	17332	7.52		8.25		531.49	y		2.307	a		111.1		133		1761.81	y	
24747.63	812655.2	02478+8127	HR  774	16458	5.79				2018	d		8.12	m	0.77	85	13.7	279	16	46344	d	
24808.97	270408.2	02482+2704	GC 3359	17382	7.6				15.5	y		0.039	a		84		54		1986.5	y	
25111.57	14049.5	02512+0141	A  2338		9.9		10.6		162.096	y	20.169	0.4712	a	0.0704	73	1	127	4.3	1975.489	y	4.332
25121.23	-213840.9	02514-2139	DON  43	17884	9.8		10		108.42	y		0.242	a		52.1		29.6		1972.75	y	
25139.69	455844.9	02517+4559	A  1281AB	17647	8.97		10.72		158.27	y		0.52	a		43.8		167.5		1938.15	y	
25142.71	-523334.2	02517-5234	HU 1562	18025	8.79		9.71		65	y	6.18	0.264	a	0.005	111.7	5.2	237.4	3.1	2021.92	y	0.35
25342.58	382015.6	02537+3820	BU  524AB	17904	5.79		6.8		11553.9	d	8.7	0.2224	a	0.0011	120.48	0.2	26.62	0.24	50255	m	12
25351.15	-443620.4	02539-4436	I  1480	18198	7.95		9.76		52.45	y		0.27	a		38.9		315.2		1954.42	y	
25415.46	524545	02543+5246	LAB   1Aa Ab	17879	3.95		7.5		4.149	y		0.055	a		94.5		100.6		2013.888	y	
25538.89	265225.3	02556+2652	STF 326AB	18143	7.68		10.02								81.5		34.55		2248	y	
25611.32	725310.4	02563+7253	STF 312AB	17785	8.16		8.92		2037.66	y	58.53	3.88	a	0.042	59.8	0.2	14.5	0.2	2137.36	y	52.99
25713.19	-245830.4	02572-2458	BEU   4Ca Cb	18455	8.24		9.3		1.518	y	0.001	0.062	a	0.002	160.4	12	2	9.1	2007.088	y	0.021
25714.69	-245809.9	02572-2458	BU  741AB	18455	8.06		8.2		149.89	y	4.48	1.425	a	0.077	83	0.2	163.5	0.5	1870.68	y	4.22
25714.9	15315.3	02572+0153	A  2413	18368	8.28		8.62		124.4	y		0.632	a		70.1		185.1		1930.27	y	
25835.99	240801.7	02586+2408	BU 1173AB	18442	8.3		8.35		296.96	y	69	0.377	a	0.001	76.6	1.7	105.5	2.7	2029.02	y	3.1
25853.11	213703.9	02589+2137	BU  525	18484	7.47		7.45		241.903	y		0.442	a		60.06		92.5		1846.948	y	
25912.73	212025.6	02592+2120	STF 333AB	18519	5.17		5.57		1215.913	y	1.54	2.174	a	0.035	84.2	0.8	25.6	0.7	704.111	y	1.778
30020.37	-111739.3	03003-1118	A  2611	18740	9.7		9.7		74.4	y		0.16	a		46.4		220		1950	y	
30031.19	393421.3	03005+3934	A  1530	18567	9.29		10.11		127.8	y	7.2	0.4924	a	0.0038	83.14	1.08	79.31	1.7	2020.7	y	3.5
30037.99	475306.4	03006+4753	A  1529	18549	8.1		9.68		105.48	y	2	0.159	a	0.005	98	0.5	165.4	3	1966	y	5
30122.67	61457.6	03014+0615	HDS 385	18774	9.52		9.97		15.27	y	0.09	0.117	a	0.001	52.5	0.7	347.4	1	2012.9	y	0.07
30215.57	181945	03023+1820	A  2414		10.54		10.41		256	y		0.432	a		53		22.7		1906	y	
30328.58	230341.3	03035+2304	HDS 389AB	18940	7.38		9.1		5.91	y	0.07	0.11	a	0.005	68.5	2.1	21.4	0.9	1999.31	y	0.04
30447.79	533023.2	03048+5330	WRH  29Aa Ab	18925	2.93		4.4		14.593	y	0.0046	0.1439	a	0.73	90.6	0.71	244.2	0.28	1947.279	y	0.0083
30526.69	251518.7	03054+2515	STF 346AB	19134	6.21		6.19		227	y		0.47	a		77.5		92.8		1938.5	y	
30810.13	405720.3	03082+4057	CSI   1Aa1 2	19356	2.12	v			2.867328	d	0.00005	2.15	m	0.05	98.7	0.65	43.43	0.32	41771.353	d	0.007
30810.13	405720.3	03082+4057	LAB   2Aa Ab	19356	2.12	v	4.6	v	680.168	d	0.046	93.43	m	0.11	83.66	0.03	132.66	0.08	46927.22	d	0.57
30931.15	454401.2	03095+4544	HDS 404		10.32		12.5		28.31	y	0.07	0.569	a	0.007	96.8	0.3	13.2	0.2	2009.16	y	0.07
30936.3	51210.6	03096+0512	A  2030	19620	8.58		9.2		54.455	y		0.261	a		148.7		53.7		1943.408	y	
30952.74	-65333.5	03099-0654	UX Eri		10.64				42.8	y	13	110	m		79						
31006.57	214449.5	03101+2145	BU 1030AB	19616	7.81		9.67		571	y		0.802	a		123.7		97.4		2156	y	
31204.29	-285920.4	03121-2859	HJ 3555	20010	3.98		7.19		269	y		4	a		81		117		1947	y	
31209.59	371303.3	03122+3713	STF 360	19771	8.02		8.29		871	y		3.66	a		98		111		1454	y	
31225.68	-442510.8	03124-4425	JC    8AB	20121	6.42		7.36		45.2	y		0.41	a		165		110		1977.5	y	
31239.1	713320.7	03127+7133	STT  50AB	19475	8.43		8.46		309	y		1.02	a		135.9		14.3		2087	y	
31246.32	-11145.4	03128-0112	HJ  663AB	19994	5.06		11		1420	y		6.77	a		114.1		84.13		1982	y	
