Simbad-Resolvable Name,Source (Original),Alternative Names,Star Forming Region,SFR Age (Myr),COORDS,Disk Type,Reference,Epoch,Effective Temperature K,Temp err,Sp Type,Sp Type Err,J Magnitude,K Magnitude,R Magnitude,Method,Wavelength Range,Instrument,Tracer,Accretion Diagnostic,Line Flux erg/s/cm^2,Object Luminosity L_solar,Object Luminosity Error,Object Radius from L and T,R_err from L and T,Object Radius R_solar,R_err,New Radius,Accretion Rate M_solar yr-1,Log Accretion Rate,Object Mass Range M_solar,Object Mass M_Solar,Object Mass Err,New Mass,log object mass,Accretion Luminosity (CGS),Log Accretion Luminosity (solar),Age range Myr,System Age Myr,Companion?,A_V,A_V err,A_V source,A_J,Upper Limit,Notes/Questions2,Notes/Questions3,Distance
2MASS J06443294+0010528,2MASS J06443294+0010528,,Sh 2-284,,101.13726 0.18134,II,Kalari 2015,13-Dec,6456.54229,750,F4V,1,14.02,12.23,18.21,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,12.882,,2.88,,,,,5.75E-07,-6.24,,1.83E+00,,,0.26245109,,0.95,2.5-4.5,3.5,,3.64,,,,,,,
2MASS J06443541+0019093,2MASS J06443541+0019093,,Sh 2-284,,101.14755 0.31926,III,Kalari 2015,13-Dec,6760.829754,800,F2V,1,14.74,13.52,17.4,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,10,,2.31,,,,,1.17E-08,-7.93,,1.57E+00,,,0.195899652,,-0.71,4.6-6.6,5.6,,3,,,,,,,5327.650506
2MASS J06443682+0016186,2MASS J06443682+0016186,,Sh 2-284,,101.15343 0.27184,II,Kalari 2015,13-Dec,7585.77575,750,A8V,1,14.58,13.03,16.98,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,9.55,,1.79,,,,,3.16E-08,-7.5,,1.60E+00,,,0.204119983,,-0.26,4.5-6.5,5.5,,1.9,,,,,,,2926.543752
2MASS J06443788+0021509,2MASS J06443788+0021509,,Sh 2-284,,101.15784 0.36415,III,Kalari 2015,13-Dec,7244.3596,850,F0V,1,13.87,12.99,16.3,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,18.621,,2.75,,,,,1.41E-08,-7.85,,1.79E+00,,,0.252853031,,-0.65,2.9-4.9,3.9,,2.28,,,,,,,6635.700066
2MASS J06443827+0019229,2MASS J06443827+0019229,,Sh 2-284,,101.15947 0.32303,II,Kalari 2015,13-Dec,6760.82975,800,F2V,1,15.31,13.85,17.08,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,4.571,,1.56,,,,,1.26E-08,-7.9,,1.26E+00,,,0.100370545,,-0.6,9.9-11.9,10.9,,1.3,,,,,,,2652.519894
2MASS J06444496+0019335,2MASS J06444496+0019335,,Sh 2-284,,101.18734 0.32598,II,Kalari 2015,13-Dec,6025.595861,700,F8V,1,14.83,13.48,17.26,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,7.586,,2.53,,,,,2.04E-08,-7.69,,1.75E+00,,,0.243038049,,-0.46,2.3-4.3,3.3,,2.52,,,,,,,
[CRA2011] D25 J06444602+0019182,2MASS J06444602+0019182,,Sh 2-284,,101.19176 0.32173,III,Kalari 2015,13-Dec,5888.43655,700,G0V,1,,,21.85,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,5.012,,2.16,,,,,1.10E-07,-6.96,,1.57E+00,,,0.195899652,,0.29,2.8-4.8,3.8,,5.63,,,,,,,
[CRA2011] D25 J06444714+0013320,2MASS J06444714+0013320,,Sh 2-284,,101.19643 0.22556,II,Kalari 2015,13-Dec,4786.30092,550,K2V,1,,,18.51,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,2.291,,2.21,,,,,2.45E-08,-7.61,,9.10E-01,,,-0.040958608,,-0.6,0-2,0.9,,2.15,,,,,,,
2MASS J06444936+0020245,2MASS J06444936+0020245,,Sh 2-284,,101.20568 0.34015,I,Kalari 2015,13-Dec,5623.41325,650,G5V,1,15.79,14,17.97,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,2.63,,1.71,,,,,1.12E-08,-7.95,,1.36E+00,,,0.133538908,,-0.67,3.3-5.3,4.3,,1.7,,,,,,,3827.018752
2MASS J06445577+0013168,2MASS J06445577+0013168,,Sh 2-284,,101.23239 0.22134,I,Kalari 2015,13-Dec,7413.102413,800,F2,1.5,13.9,12.9,,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,25.119,,3.05,,,,,6.31E-08,-7.2,,2.08E+00,,,0.318063335,,-0.04,1.7-3.7,2.7,,1.93,0.15,,,,,,5263.157895
2MASS J06445837+0014151,2MASS J06445837+0014151,,Sh 2-284,,101.24322 0.23753,I,Kalari 2015,13-Dec,7079.457844,800,F0,1.5,14.48,13.67,,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,23.988,,3.26,,,,,1.62E-07,-6.79,,2.00E+00,,,0.301029996,,0.38,4-Feb,3,,2.45,0.15,,,,,,8333.333333
2MASS J06450075+0013356,2MASS J06450075+0013356,,Sh 2-284,,101.25314 0.22656,II,Kalari 2015,13-Dec,4897.78819,550,K0V,1,16.27,14.51,20.24,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,1.905,,1.92,,,,,2.45E-08,-7.61,1100,1.05E+00,,,0.021189299,,-0.49,.5-2.5,1.5,,1.89,,,,,,,
2MASS J06450208+0019443,2MASS J06450208+0019443,,Sh 2-284,,101.25868 0.32898,I,Kalari 2015,13-Dec,8128.305162,800,A5V,1,14.62,13.84,16.56,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,33.884,,2.94,,,,,1.51E-07,-6.82,,1.75E+00,,,0.243038049,,0.48,3.1-5.1,4.1,,2.45,0.15,,,,,,8532.423208
2MASS J06450274+0018077,2MASS J06450274+0018077,,Sh 2-284,,101.26143 0.30215,II,Kalari 2015,13-Dec,6918.30971,800,F3V,1,15.36,13.77,18.66,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,5.495,,1.64,,,,,4.37E-08,-7.36,,1.30E+00,,,0.113943352,,-0.07,8.5-10.5,9.5,,3.14,,,,,,,
2MASS J06450681+0013535,2MASS J06450681+0013535,,Sh 2-284,,101.27839 0.23153,II,Kalari 2015,13-Dec,5888.43655,700,G0V,1,14,12.62,15.83,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,18.197,,4.11,,,,,8.51E-09,-8.07,,2.16E+00,,,0.334453751,,-0.92,3-Jan,2,,2.06,0.15,,,,,,17271.15717
2MASS J06450971+0014121,2MASS J06450971+0014121,,Sh 2-284,,101.29047 0.2367,II,Kalari 2015,13-Dec,8128.305162,950,A5V,1,13.15,12.54,15.05,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,67.608,,4.16,,,,,2.19E-07,-6.66,,2.62E+00,,,0.418301291,,0.53,.5-2.5,1.5,,2.11,,,,,,,5540.166205
2MASS J06451318+0018307,2MASS J06451318+0018307,,Sh 2-284,,101.30493 0.30853,II,Kalari 2015,13-Dec,5888.436554,700,G0V,1,16.34,14.85,19.21,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,1.95,,1.35,,,,,2.00E-08,-7.7,,1.15E+00,,,0.06069784,,-0.38,8.3-10.3,9.3,,2.64,,,,,,,
2MASS J06451616+0022238,2MASS J06451616+0022238,,Sh 2-284,,101.31734 0.37328,II,Kalari 2015,13-Dec,6918.30971,800,F3V,1,14.59,,18.99,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,3.388,,1.28,,,,,3.47E-09,-8.46,,1.23E+00,,,0.089905111,,-1.09,13.8-15.8,14.8,,3.84,,,,,,,
2MASS J06451701+0022077,2MASS J06451701+0022077,,Sh 2-284,,101.32089 0.36881,II,Kalari 2015,13-Dec,9549.92586,1100,A0V,1,14.23,12.99,17.28,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,30.2,,2.01,,,,,3.55E-08,-7.45,,2.00E+00,,,0.301029996,,-0.07,6.5-8.5,7.5,,3.82,,,,,,,3361.344538
2MASS J06451727+0023454,2MASS J06451727+0023454,,Sh 2-284,,101.32197 0.39595,II,Kalari 2015,13-Dec,6760.82975,800,F2V,1,13.52,10.6,17.54,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,10,,2.31,,,,,4.68E-08,-7.33,,1.57E+00,,,0.195899652,,-0.11,4.6-6.6,5.6,,2.69,,,,,,,1652.346332
2MASS J06451841+0022189,2MASS J06451841+0022189,,Sh 2-284,,101.32672 0.37192,II,Kalari 2015,13-Dec,5623.413252,650,G4V,1,16.2,15.24,18.15,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,1.549,,1.31,,,,,2.09E-09,-8.68,,1.12E+00,,,0.049218023,,-1.36,7.5-9.5,8.5,,1.05,,,,,,,1478.852411
2MASS J06452454+0022448,2MASS J06452454+0022448,,Sh 2-284,,101.35226 0.37912,II,Kalari 2015,13-Dec,5370.31796,600,G8V,1,16.17,14.36,18.97,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,5.623,,2.75,,,,,4.47E-08,-7.35,,1.66E+00,,,0.220108088,,-0.18,0-2,1,,2.33,,,,,,,326.2749192
2MASS J06452774+0015514,2MASS J06452774+0015514,,Sh 2-284,,101.36559 0.26428,II,Kalari 2015,13-Dec,4365.15832,500,K4V,1,16.75,15.35,20.22,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,1.148,,1.88,,,,,2.19E-08,-7.66,,5.60E-01,,,-0.251811973,,-0.8,0-2,0.9,,2.77,,,,,,,3628.447025
,SR12 c,,SR12,,246.8333 -24.5831,U,Santamaria-Miranda 2017/2019,U,2600,,L0,,,,,R 3890 VISspectroscopy R 5400 UVBspectroscopy,UBV-NIR,X-Shooter,Line Strength,Ca II,,,,,,0.19,,,4.57E-10,-9.3400838,0.13 +/- 0.07,1.30E-02,,,,,,2,2,companion,1.77,0.71,"Kuzuhara+2011, converted from A_J",,,Corrections published in 2019 Erratum paper,,
,SR12 c,,SR12,,246.8333 -24.5831,U,Santamaria-Miranda 2017/2019,U,2600,,L0,,,,,R 3890 VISspectroscopy R 5400 UVBspectroscopy,UBV-NIR,X-Shooter,Line Width,Ha 10% width,1.34E-15,,,,,0.19,,,4.90E-11,-10.31,0.13 +/- 0.07,1.30E-02,,,,,-3.649751982,2,2,companion,1.77,0.71,"Kuzuhara+2011, converted from A_J",,,Corrections published in 2019 Erratum paper,,
,SR12 c,,SR12,,246.8333 -24.5831,U,Santamaria-Miranda 2017/2019,U,2600,,L0,,,,,R 3890 VISspectroscopy R 5400 UVBspectroscopy,UBV-NIR,X-Shooter,Line Strength,Ha Line Strength,1.34E-15,,,,,0.19,,,1.16E-12,-11.93554201,0.13 +/- 0.07,1.30E-02,,,,,-3.649751982,2,2,companion,1.77,0.71,"Kuzuhara+2011, converted from A_J",,,Corrections published in 2019 Erratum paper,,
,SR12 c,,SR12,,246.8333 -24.5831,U,Santamaria-Miranda 2017/2019,U,2600,,L0,,,,,R 3890 VISspectroscopy R 5400 UVBspectroscopy,UBV-NIR,X-Shooter,Line Strength,Hb Emission,2.19E-16,,,,,0.19,,,5.99E-13,-12.22257318,0.13 +/- 0.07,1.30E-02,,,,,-3.653647026,2,2,companion,1.77,0.71,"Kuzuhara+2011, converted from A_J",,,Corrections published in 2019 Erratum paper,,
,SR12 c,,SR12,,246.8333 -24.5831,U,Santamaria-Miranda 2017/2019,U,2600,,L0,,,,,R 3890 VISspectroscopy R 5400 UVBspectroscopy,UBV-NIR,X-Shooter,Line Strength,HII Emission,8.93E-17,,,,,0.19,,,1.79E-12,-11.74714697,0.13 +/- 0.07,1.30E-02,,,,,-4.203425667,2,2,companion,1.77,0.71,"Kuzuhara+2011, converted from A_J",,,Corrections published in 2019 Erratum paper,,
,SR12 c,,SR12,,246.8333 -24.5831,U,Santamaria-Miranda 2017/2019,U,2600,,L0,,,,,R 3890 VISspectroscopy R 5400 UVBspectroscopy,UBV-NIR,X-Shooter,Line Strength,Hy Emission,6.57E-16,,,,,0.19,,,1.18E-12,-11.92811799,0.13 +/- 0.07,1.30E-02,,,,,-3.823908741,2,2,companion,1.77,0.71,"Kuzuhara+2011, converted from A_J",,,Corrections published in 2019 Erratum paper,,
,SR12 c,,SR12,,246.8333 -24.5831,U,Santamaria-Miranda 2017/2019,U,2600,,L0,,,,,R 3890 VISspectroscopy R 5400 UVBspectroscopy,UBV-NIR,X-Shooter,Line Strength,OI Emission,1.62E-16,,,,,0.19,,,6.28E-12,-11.20204036,0.13 +/- 0.07,1.30E-02,,,,,-3.215382707,2,2,companion,1.77,0.71,"Kuzuhara+2011, converted from A_J",,,Corrections published in 2019 Erratum paper,,
,SR12 c,,SR12,,246.8333 -24.5831,U,Santamaria-Miranda 2017/2019,U,2600,,L0,,,,,R 3890 VISspectroscopy R 5400 UVBspectroscopy,UBV-NIR,X-Shooter,Line Strength,PaB luminosity,,,,,,0.19,,,4.02E-13,-12.39577395,0.13 +/- 0.07,1.30E-02,,,,,,2,2,companion,1.77,0.71,"Kuzuhara+2011, converted from A_J",,,Corrections published in 2019 Erratum paper,,
2MASS J04141188+2811535,2MASS J04141188+2811535,,Taurus,,63.54950971 28.19816947 ,,Herczeg 2008,23-Nov-06,2935,,M6.5,0.5,13.16,11.64,,Low resolution spectra,3200-9000 A,Keck I/LRIS,Excess,Excess Balmer,,,,,,0.46,,0.69,9.00E-10,-9.05,,6.50E-02,0.03,0.052624,,,-2.494850022,,3.16227766,,1,,Herczeg+2008,,,,,131
2MASS J04390396+2544264,2MASS J04390396+2544264,,Taurus,,69.76650163 25.74064917,,Herczeg 2008,23-Nov-06,2838,,M7.25,0.5,12.65,11.37,18.4,Low resolution spectra,3200-9000 A,Keck I/LRIS,Excess,Excess Balmer,,,,,,0.51,,0.69,6.90E-12,-11.16,,5.00E-02,0.02,0.035005,,,-4.769551079,,3.16227766,,0.8,,Herczeg+2008,,,,,144
2MASS J04414825+2534304,2MASS J04414825+2534304,,Taurus,,70.45105121 25.57515806,,Herczeg 2008,23-Nov-06,2752,,M7.75,0.5,13.73,12.22,,Low resolution spectra,3200-9000 A,Keck I/LRIS,Excess,Excess Balmer,,,,,,0.25,,0.42,1.90E-11,-10.72,,3.50E-02,0.017,0.031573,,,-4.173925197,,10,,1,,Herczeg+2008,,,,,136
2MASS J04442713+2512164,2MASS J04442713+2512164,,Taurus,,71.11309237 25.20456639,,Herczeg 2008,23-Nov-06,2838,,M7.25,0.5,12.2,10.76,,Low resolution spectra,3200-9000 A,Keck I/LRIS,Excess,Excess Balmer,,,,,,0.45,,,9.20E-12,-11.04,,5.00E-02,0.024,,,,-4.585026652,,3.981071706,,,,,,,,,141
2MASS J12073346-3932539,2MASS J12073346-3932539,2MASS 1207-3932,Taurus,,181.88944842 -39.54833778,,Herczeg 2008,7-Feb-07,2550,,M8,0.5,13,11.95,17.99,Low resolution spectra,3200-9000 A,Keck I/LRIS,Excess,Excess Balmer,,,,,,0.24,,0.52,2.30E-12,-11.64,,2.40E-02,0.01,,,,-5.214670165,,10,,0,,Herczeg+2009,,,,,64
2MASS J12073346-3932539,2MASS J12073346-3932539,2MASS 1207-3932,Taurus,,181.88944842 -39.54833778,,Herczeg 2008,23-Nov-06,2550,,M8,0.5,13,11.95,17.99,Low resolution spectra,3200-9000 A,Keck I/LRIS,Excess,Excess Balmer,,,,,,0.24,,0.52,1.70E-12,-11.77,,2.40E-02,0.01,,,,-5.356547324,,10,,0,,Herczeg+2009,,,,,64
2MASS J04394748+2601407,CFHT-BD-Tau 4,CFHT 4,Taurus,,69.9458 26.0281,II,Mohanty 2005,May 2002 - December 2003,2900,,M7.0,,12.17,10.33,,High Res spectra,8662 A,HIRES,Line Strength,Ca II,4.4,,,,,,,0.53,2.00E-11,-10.7,,6.00E-02,,0.038933,,,,,1,,6.37,0.85,Zhang+2018,,,disk classification from LUHMAN ET AL. JAN 2010 Accretion rate equation 1,,147.1323897
2MASS J04394748+2601407,CFHT-BD-Tau 4,CFHT 4,Taurus,,69.9458 26.0281,II,Mohanty 2005,May 2002 - December 2003,2900,,M7.0,,12.17,10.33,,High Res spectra,8662 A,HIRES,Line Strength,Ca II,4.4,,,,,,,0.53,1.26E-11,-10.9,,6.00E-02,,0.038933,,,,,1,,6.37,0.85,Zhang+2018,,,disk classification from LUHMAN ET AL. JAN 2010 Accretion rate equation 3,,147.1323897
2MASS J04190126+2802487,KPNO Tau 12,,Taurus,,64.7542 28.0467,II,Mohanty 2005,May 2002 - December 2003,2400,,M9.0,,16.3,14.93,,High Res spectra,8662 A,HIRES,Line Strength,Ca II,4.62,,,,,,,,3.16E-11,-10.5,,2.00E-02,,0.018053,,,,,1,,0.02,0.85,Zhang+2018,,,disk classification from LUHMAN ET AL. JAN 2010 Accretion rate equation 1,,
2MASS J04190126+2802487,KPNO Tau 12,,Taurus,,64.7542 28.0467,II,Mohanty 2005,May 2002 - December 2003,2400,,M9.0,,16.3,14.93,,High Res spectra,8662 A,HIRES,Line Strength,Ca II,4.62,,,,,,,,2.00E-11,-10.7,,2.00E-02,,0.018053,,,,,1,,0.02,0.85,Zhang+2018,,,disk classification from LUHMAN ET AL. JAN 2010 Accretion rate equation 3,,
2MASS J04272799+2612052,KPNO Tau 4,KPNO 4,Taurus,,66.8667 26.2014       ,III,Mohanty 2005,May 2002 - December 2003,2300,,M9.5,,15,13.28,20.54,High Res spectra,8662 A,HIRES,Line Strength,Ca II,4.08,,,,,,,1.73,7.94E-12,-11.1,,1.50E-02,,0.016167,,,,,1,,2.16,0.85,Zhang+2018,,,disk classification from LUHMAN ET AL. JAN 2010 Accretion rate equation 1,,134.692833
2MASS J04272799+2612052,KPNO Tau 4,KPNO 4,Taurus,,66.8667 26.2014       ,III,Mohanty 2005,May 2002 - December 2003,2300,,M9.5,,15,13.28,20.54,High Res spectra,8662 A,HIRES,Line Strength,Ca II,4.08,,,,,,,1.73,6.31E-12,-11.2,,1.50E-02,,0.016167,,,,,1,,2.16,0.85,Zhang+2018,,,disk classification from LUHMAN ET AL. JAN 2010 Accretion rate equation 3,,134.692833
2MASS J04300724+2608207,KPNO Tau 6,KPNO 6,Taurus,,67.5292 26.1392,II,Mohanty 2005,May 2002 - December 2003,2550,,M8.5,,14.99,13.69,20.56,High Res spectra,8662 A,HIRES,Line Strength,Ca II,4.34,,,,,,,,1.58E-11,-10.8,,2.50E-02,,0.020985,,,,,1,,0.68,0.85,Zhang+2018,,,disk classification from LUHMAN ET AL. JAN 2010 Accretion rate equation 1,,116.0590973
2MASS J04300724+2608207,KPNO Tau 6,KPNO 6,Taurus,,67.5292 26.1392,II,Mohanty 2005,May 2002 - December 2003,2550,,M8.5,,14.99,13.69,20.56,High Res spectra,8662 A,HIRES,Line Strength,Ca II,4.34,,,,,,,,1.00E-11,-11,,2.50E-02,,0.020985,,,,,1,,0.68,0.85,Zhang+2018,,,disk classification from LUHMAN ET AL. JAN 2010 Accretion rate equation 3,,116.0590973
2MASS J04305718+2556394,KPNO Tau 7,KPNO 7,Taurus,,67.7375 25.9444,II,Mohanty 2005,May 2002 - December 2003,2650,,M8.25,,14.52,13.27,,High Res spectra,8662 A,HIRES,Line Strength,Ca II,4.18,,,,,,,,1.00E-11,-11,,3.00E-02,,0.022968,,,,,1,,0.93,0.85,Zhang+2018,,,disk classification from LUHMAN ET AL. JAN 2010 Accretion rate equation 1,,122.8214545
2MASS J04305718+2556394,KPNO Tau 7,KPNO 7,Taurus,,67.7375 25.9444,II,Mohanty 2005,May 2002 - December 2003,2650,,M8.25,,14.52,13.27,,High Res spectra,8662 A,HIRES,Line Strength,Ca II,4.18,,,,,,,,6.31E-12,-11.2,,3.00E-02,,0.022968,,,,,1,,0.93,0.85,Zhang+2018,,,disk classification from LUHMAN ET AL. JAN 2010 Accretion rate equation 3,,122.8214545
2MASS J04321606+1812464,MHO 5,,Taurus,,68.06693976 18.21288431,II,Muzerolle 2003,2000-2001,,,M6,,11.07,10.06,,R = 8000 Spectroscopy and R = 34000 spectriscopy,3900 A to 11000 A,ESI Keck II and HIRES Keck I,Line Width,Ha 10% width,,0.066,,,,0.5,,,1.58E-11,-10.8,0.09,9.00E-02,,0.057198,,3.62E+26,9.06E-08,,0.125892541,,0.3,,Herczeg+2008,,,disk classification from LUHMAN ET AL. JAN 2010,0.11,144.6215255
2MASS J04141188+2811535,2MASS J04141188+2811535,,Taurus,,63.549505 28.198196,II,Muzerolle 2005,30-Dec-03,2962,,M6.25,0.5,13.16,11.64,,Echelle Spectra,3200 - 10000 A,MIKE,Line Width,Ha 10% width,,,,,,0.53,,0.69,1.00E-10,-10,,7.50E-02,,0.052624,,,,,1,,1,,Herczeg+2008,,,disk classification from LUHMAN ET AL. JAN 2010,,131
2MASS J04381486+2611399,2MASS J04381486+2611399,,Taurus,,69.56192 26.194427,II,Muzerolle 2005,30-Dec-03,2838,,M7.25,0.35,15.18,12.98,20.33,Echelle Spectra,3200 - 10000 A,MIKE,Line Width,Ha 10% width,,,,,,0.18,,0.69,1.58E-11,-10.8,,7.00E-02,,0.035005,,,,,1,,10.6,4,Zhang+2018,,,disk classification from LUHMAN ET AL. JAN 2010,,145.4101293
2MASS J04390396+2544264,2MASS J04390396+2544264,,Taurus,,69.7665 25.740671,II,Muzerolle 2005,30-Dec-03,2838,,M7.25,0.25,12.65,11.37,18.4,Echelle Spectra,3200 - 10000 A,MIKE,Line Width,Ha 10% width,,,,,,0.57,,0.69,5.01E-12,-11.3,,5.00E-02,,0.035005,,,,,1,,0.8,,Herczeg+2008,,,disk classification from LUHMAN ET AL. JAN 2010,,144
2MASS J04414825+2534304,2MASS J04414825+2534304,,Taurus,,70.45 25.5753,II,Muzerolle 2005,30-Dec-03,2752,,M7.75,0.25,13.73,12.22,,Echelle Spectra,3200 - 10000 A,MIKE,Line Width,Ha 10% width,,,,,,0.41,,0.42,5.01E-12,-11.3,,3.50E-02,,0.031573,,,,,1,,1,,Herczeg+2008,,,disk classification from LUHMAN ET AL. JAN 2010,,136
2MASS J04554801+3028050,2MASS J04554801+3028050,,Taurus,,73.950053 30.468056,II,Muzerolle 2005,30-Dec-03,3014,,M5.6,0.25,13.18,12.16,,Echelle Spectra,3200 - 10000 A,MIKE,Line Width,Ha 10% width,,,,,,0.44,,0.28,1.00E-12,-12,,7.50E-02,,0.058417,,,,,1,,1,,Herczeg+2008,,upper limit,,,164.8288253
2MASS J04363893+2258119,CFHT 3,,Taurus,,69.1625 22.9700,III,Muzerolle 2005,30-Dec-03,2752,,M7.75,,13.72,12.37,,Echelle Spectra,3200 - 10000 A,MIKE,Line Width,Ha 10% width,,,,,,0.41,,0.27,1.00E-12,-12,,3.50E-02,,0.028161,,,,,1,,0.81,0.85,Zhang+2018,,upper limit,disk classification from LUHMAN ET AL. JAN 2010,,183.908046
2MASS J04394748+2601407,CFHT 4,CFHT-BD-Tau 4,Taurus,,69.9458 26.0281,II,Muzerolle 2005,30-Dec-03,2880,,M7,,12.17,10.33,,Echelle Spectra,3200 - 10000 A,MIKE,Line Width,Ha 10% width,,,,,,0.94,,0.3,5.01E-12,-11.3,,6.00E-02,,0.038933,,,,,1,,6.37,0.85,Zhang+2018,,,disk classification from LUHMAN ET AL. JAN 2010,corrected coordinates as they incorrectly matched CFHT 3,147.1323897
2MASS J04190126+2802487,KPNO Tau 12,,Taurus,,64.7542 28.0469,II,Muzerolle 2005,30-Dec-03,2400,,M9,,16.3,14.93,,Echelle Spectra,3200 - 10000 A,MIKE,Line Width,Ha 10% width,,,,,,0.17,,,3.98E-12,-11.4,,2.00E-02,,0.018053,,,,,1,,0.02,0.85,Zhang+2018,,,disk classification from LUHMAN ET AL. JAN 2010,,
2MASS J04185115+2814332,KPNO Tau 2,,Taurus,,64.7125 28.2425,III,Muzerolle 2005,30-Dec-03,2795,,M7.5,,13.93,12.75,,Echelle Spectra,3200 - 10000 A,MIKE,Line Width,Ha 10% width,,,,,,0.32,,1.79,1.00E-12,-12,,4.50E-02,,0.03139,,,,,1,,0.46,0.85,Zhang+2018,,upper limit,disk classification from LUHMAN ET AL. JAN 2010,,125.6565555
2MASS J04272799+2612052,KPNO Tau 4,,Taurus,,66.8667 26.2014       ,III,Muzerolle 2005,30-Dec-03,2300,,M9.5,,15,13.28,20.54,Echelle Spectra,3200 - 10000 A,MIKE,Line Width,Ha 10% width,,,,,,0.3,,1.73,1.00E-12,-12,,1.10E-02,,0.016167,,,,,1,,2.16,0.85,Zhang+2018,,upper limit,disk classification from LUHMAN ET AL. JAN 2010,,134.692833
2MASS J04294568+2630468,KPNO Tau 5,,Taurus,,67.4417 26.5131,III,Muzerolle 2005,30-Dec-03,2795,,M7.5,,12.64,11.54,19.1,Echelle Spectra,3200 - 10000 A,MIKE,Line Width,Ha 10% width,,,,,,0.59,,,1.00E-12,-12,,4.00E-02,,0.03139,,,,,1,,0.13,0.85,Zhang+2018,,upper limit,disk classification from LUHMAN ET AL. JAN 2010,,128.2281435
2MASS J04300724+2608207,KPNO Tau 6,,Taurus,,67.5292 26.1392,II,Muzerolle 2005,30-Dec-03,2555,,M8.5,,14.99,13.69,20.56,Echelle Spectra,3200 - 10000 A,MIKE,Line Width,Ha 10% width,,,,,,0.23,,,3.98E-12,-11.4,,2.50E-02,,0.020985,,,,,1,,0.68,0.85,Zhang+2018,,,disk classification from LUHMAN ET AL. JAN 2010,,116.0590973
2MASS J04305718+2556394,KPNO Tau 7,,Taurus,,67.7375 25.9444,II,Muzerolle 2005,30-Dec-03,2632,,M8.25,,14.52,13.27,,Echelle Spectra,3200 - 10000 A,MIKE,Line Width,Ha 10% width,,,,,,0.28,,,3.98E-12,-11.4,,3.00E-02,,0.022968,,,,,1,,0.93,0.85,Zhang+2018,,,disk classification from LUHMAN ET AL. JAN 2010,,122.8214545
2MASS J04554757+3028077,2MASS J04554757+3028077,,Taurus,,73.94822 30.468815,III,Muzerolle 2005,30-Dec-03,3161,,M4.75,,11.05,9.98,,Echelle Spectra,3200 - 10000 A,MIKE,Line Width,Ha 10% width,,,,,,1,,,,,,2.00E-01,,,,,,,1,,,,,,,disk classification from LUHMAN ET AL. JAN 2010,,156.7373552
V* AA Tau,AATau,,Taurus,,68.73092612 24.48139952,II,Gullbring 1998,Dec-96,,,K7,,9.43,8.05,,medium resolution spectra,3200 - 5200 A,MMT,Excess,Excess Balmer,,0.71,,,,1.74,,,3.30E-09,-8.48148606,,5.30E-01,,,,,0.025,,1,,,,,,,,,137.1967951
V* AA Tau,AATau,,Taurus,,68.73092612 24.48139952,II,Salyk 2013,2001-2011,4060,,K7,,9.43,8.05,,R 25000 Spectroscopy,4.6538 μm,NIRSPEC/KeckII,Line Strength,PfB,2.09E+28,0.71,,1.71,,1.74,,,4.90E-09,-8.31,,5.30E-01,,,,,-1.43,,11,,,,,,,,,137.1967951
